1. Crater name ,2. Diameter [km],3. Latitude [°],4. Longitude [°],8. Apparent diameter [km],11. Floor diameter [km],14. Apparent depth [km],16. Interior volume [km^3],20. Height of central peak [km],51. Age
Curtius C,9.94,-69.36,4.38,8.25,1.79,1.639,39.28,0,
Curtius D,57.19,-64.7,8.35,49.18,29.29,2.445,2728.89,0,pre-Nectarian
Curtius E,16.95,-67.23,7.98,14.07,4.58,2.708,0,0,
Curtius F,5.54,-66.86,2.65,4.6,0.64,0.946,6.8,0,
Curtius G,5.44,-66,2.92,4.52,0.62,0.929,6.44,0,
Curtius H,9.73,-69.35,7.99,8.08,1.72,1.606,36.85,0,
Curtius K,6.58,-69.15,9.68,5.46,0.86,1.112,11.4,0,
Curtius L,7.7,-68.35,9.47,6.39,1.14,1.289,18.26,0,
Curtius M,5.12,-65.58,8.43,4.25,0.55,0.878,5.37,0,
Cusanus,60.87,71.82,69.4,52.35,31.66,2.719,3151.73,0,Nectarian
Cusanus A,16.81,70.58,63.96,13.95,4.51,2.687,0,0,
Cusanus B,21.13,70.09,65.04,18.17,8.45,1.806,273.59,0.24,
Cusanus C,23.45,70.49,61.31,20.17,9.62,1.864,348.02,0.3,
Cusanus E,10.25,71.73,73.12,8.51,1.88,1.687,43.08,0,
Cusanus F,12.01,70.59,73.65,9.97,2.49,1.958,69.29,0,
Cusanus G,10.57,69.93,77.01,8.77,1.99,1.737,47.24,0,
Cusanus H,8.3,69.43,59.59,6.89,1.3,1.383,22.87,0,
Cuvier,77.3,-50.29,9.69,66.48,42.68,2.784,5473.58,0,pre-Nectarian
Cuvier A,17.86,-52.48,11.91,14.82,5.02,2.845,0,0.18,
Cuvier B,15.76,-51.71,13.8,13.08,4.03,2.529,0,0,
Cuvier C,8.52,-50,11.74,7.07,1.36,1.418,24.74,0,
Cuvier D,16.32,-51.41,7.75,13.55,4.28,2.613,0,0,
Cuvier E,18.72,-52.4,12.88,16.1,5.46,1.741,0,0.19,
Cuvier F,15.13,-52.29,11.17,12.56,3.75,2.434,0,0,
Cuvier G,7.54,-50.84,7.47,6.26,1.1,1.264,17.15,0,
Cuvier H,10.31,-48.69,8.43,8.56,1.9,1.696,43.84,0,
Cuvier J,5.17,-49.28,8.74,4.29,0.56,0.886,5.53,0,
Cuvier K,7.07,-52.28,10.02,5.87,0.98,1.189,14.14,0,
Cuvier L,12.61,-48.92,9.76,10.47,2.72,2.05,80.21,0,
Cuvier M,5.71,-53.42,10.85,4.74,0.67,0.973,7.45,0,
Cuvier N,4.09,-53.53,12.07,3.39,0.37,0.711,2.74,0,
Cuvier O,10.67,-51.78,12.05,8.86,2.02,1.752,48.59,0,
Cuvier P,10.78,-50.12,12.66,8.95,2.06,1.769,50.11,0,
Cuvier Q,12.66,-51.64,10.53,10.51,2.74,2.058,81.16,0,
Cuvier R,6.33,-51.13,13.15,5.25,0.81,1.072,10.15,0,
Cyrano,79.58,-20.37,157.37,68.44,44.25,2.792,5853.75,0,pre-Nectarian
Cyrano A,23.92,-18.01,158.45,20.57,9.86,1.876,364.35,0.31,
Cyrano B,22.18,-18.15,159.44,19.07,8.97,1.833,306.02,0.27,
Cyrano D,24.56,-19.42,162.5,21.12,10.19,1.891,387.26,0.33,
Cyrano E,19.66,-20.07,161.42,16.91,5.95,1.767,231.61,0.21,
Cyrano P,18.95,-21.36,156.6,16.3,5.58,1.747,0,0.2,
Cyrillus,98.09,-13.29,24.07,84.36,57.46,2.851,9489.21,0,Nectarian
Cyrillus A,13.69,-13.77,23.12,11.36,3.14,2.215,0,0,
Cyrillus C,11.75,-12.36,21.5,9.75,2.4,1.918,64.89,0,
Cyrillus E,10.46,-15.9,25.31,8.68,1.95,1.72,45.78,0,
Cyrillus F,43.9,-15.32,25.49,37.75,21.05,2.256,1481.39,1.03,
Cyrillus G,7.76,-15.66,26.63,6.44,1.15,1.298,18.69,0,
Cysatus,47.77,-66.21,-6.34,41.08,23.39,2.314,1800.63,1.22,Nectarian
Cysatus A,13.47,-64.32,-0.85,11.18,3.05,2.182,0,0,
Cysatus B,8.19,-65.7,-1.83,6.8,1.27,1.366,21.97,0,
Cysatus C,26.67,-63.89,0.47,22.94,11.3,1.939,468.48,0.39,
Cysatus D,5.01,-65.17,-6.08,4.16,0.53,0.86,5.03,0,
Cysatus E,48.59,-66.62,-1.29,41.79,23.9,2.326,1872.84,1.26,
Cysatus F,4.1,-64.03,-3.68,3.4,0.37,0.712,2.76,0,
Cysatus G,6.09,-65.65,-0.43,5.05,0.75,1.034,9.03,0,
Cysatus H,9.04,-66.86,-0.02,7.5,1.51,1.499,29.55,0,
Cysatus J,10.11,-63.15,0.67,8.39,1.84,1.665,41.33,0,
D. Brown,16.12,-41.65,-147.16,13.38,4.19,2.583,0,0,
Daedalus,93.61,-5.83,179.4,80.5,54.2,2.838,8517.88,0,Lower Imbrian
Daedalus B,22.32,-4.13,-179.87,19.2,9.04,1.837,310.5,0.27,
Daedalus C,58.36,-4.15,-178.91,50.19,30.04,2.707,2859.59,0,pre-Nectarian
Daedalus G,34.21,-6.57,-177.43,29.42,15.42,2.091,832.67,0.63,Nectarian
Daedalus K,25.3,-8.22,-178.59,21.76,10.58,1.908,414.75,0.35,
Daedalus M,13.85,-8.03,179.49,11.5,3.21,2.239,0,0,
Daedalus R,37.56,-7.65,175.24,32.3,17.33,2.151,1033.22,0.76,pre-Nectarian 
Daedalus S,21.4,-6.69,172.87,18.4,8.58,1.813,281.73,0.25,Upper Imbrian 
Daedalus U,28.82,-4.16,174.87,24.79,12.45,1.985,560.36,0.45,pre-Nectarian 
Daedalus W,66.65,-3.34,177.46,57.32,35.46,2.743,3886.47,0,pre-Nectarian
Dag,0.36,18.71,5.26,0.3,0.01,0.052,0,0,
Daguerre,45.79,-11.91,33.61,39.38,22.19,2.285,1632.89,1.12,
Daguerre K,5.44,-12.25,35.78,4.52,0.62,0.929,6.44,0,
Daguerre U,3.16,-15.14,35.68,2.62,0.24,0.557,1.26,0,
Daguerre X,3.43,-14.07,34.46,2.85,0.27,0.602,1.61,0,
Daguerre Y,3.08,-13.92,35.36,2.56,0.23,0.544,1.17,0,
Daguerre Z,3.67,-14.97,34.67,3.05,0.31,0.642,1.98,0,
Dale,23.41,-9.56,82.93,20.13,9.6,1.863,346.65,0.3,
Dalton,60.69,17.07,-84.45,52.19,31.55,2.718,3130.24,0,Upper Imbrian
Daly,14.96,5.74,59.5,12.42,3.67,2.408,0,0,
Damoiseau,36.66,-4.85,-61.25,31.53,16.81,2.136,976.93,0.72,Upper Imbrian
Damoiseau A,47.29,-6.36,-62.59,40.67,23.1,2.307,1759.11,1.2,
Damoiseau B,20.4,-8.51,-61.71,17.54,8.08,1.787,252.25,0.23,
Damoiseau BA,8.67,-8.28,-59.12,7.2,1.4,1.441,26.07,0,
Damoiseau C,13.73,-9.14,-62.64,11.4,3.16,2.221,0,0,
Damoiseau D,16.31,-6.43,-63.29,13.54,4.28,2.612,0,0,
Damoiseau E,13.63,-5.22,-58.42,11.31,3.12,2.206,0,0,
Damoiseau F,9.53,-7.89,-62.3,7.91,1.66,1.575,34.62,0,
Damoiseau G,3.76,-2.51,-55.76,3.12,0.32,0.657,2.13,0,
Damoiseau H,44.89,-3.87,-59.96,38.61,21.65,2.271,1559.71,1.08,
Damoiseau J,6.71,-4.07,-62.15,5.57,0.89,1.132,12.08,0,
Damoiseau K,18.54,-4.74,-60.47,15.94,5.37,1.736,0,0.19,
Damoiseau L,14.87,-4.55,-59.4,12.34,3.63,2.394,0,0,
Damoiseau M,58.3,-5.08,-61.38,50.14,30,2.707,2852.8,0,
Daniell,28.2,35.42,31.16,24.25,12.11,1.972,532.91,0.43,
Daniell D,5.81,37.05,25.85,4.82,0.69,0.989,7.84,0,
Daniell W,3.58,35.93,31.55,2.97,0.29,0.627,1.84,0,
Daniell X,4.42,36.6,31.81,3.67,0.43,0.764,3.45,0,
Danjon,69.3,-11.42,123.9,59.6,37.23,2.754,4252.76,0,Nectarian
Danjon J,22.57,-12.81,125.5,19.41,9.17,1.843,318.59,0.28,
Danjon K,15.73,-13.78,125.1,13.06,4.01,2.524,0,0,
Danjon M,12.79,-13.91,124.09,10.62,2.79,2.078,83.69,0,
Danjon X,68.23,-10.06,122.86,58.68,36.52,2.75,4102.61,0,pre-Nectarian
Dante,53.83,25.36,180,46.29,27.16,2.4,2372.7,0,Upper Imbrian
Dante C,54.01,28.01,-177.1,46.45,27.27,2.402,2391.07,0,Nectarian
Dante E,41.29,26.57,-177.07,35.51,19.5,2.214,1285.82,0.91,Eratosthenian
Dante G,24.18,24.77,-178.59,20.79,9.99,1.882,373.56,0.32,
Dante P,24.63,23.63,179.29,21.18,10.23,1.892,389.82,0.33,
Dante S,18.13,25.1,177.66,15.59,5.16,1.724,0,0.18,
Dante T,18.88,25.95,176.68,16.24,5.54,1.745,0,0.2,
Dante Y,26.87,26.97,179.43,23.11,11.4,1.943,476.63,0.39,
Darney,14.81,-14.61,-23.57,12.29,3.61,2.385,0,0,
Darney B,3.61,-14.82,-26.43,3,0.3,0.632,1.88,0,
Darney C,12.81,-14.14,-26.04,10.63,2.79,2.081,84.08,0,
Darney D,4.85,-14.51,-27.06,4.03,0.5,0.834,4.56,0,
Darney E,4.35,-12.43,-25.44,3.61,0.42,0.753,3.29,0,
Darney F,3.86,-13.32,-26.46,3.2,0.34,0.673,2.3,0,
Darney J,6.03,-14.35,-21.45,5,0.74,1.024,8.77,0,
Darwin,122.18,-19.93,-69.21,105.07,75.6,2.915,15759.67,0,pre-Nectarian
Darwin A,23.48,-21.77,-73.14,20.19,9.63,1.865,349.05,0.3,
Darwin B,53.74,-19.96,-72.29,46.22,27.1,2.399,2363.55,0,
Darwin C,15.3,-20.51,-71.12,12.7,3.82,2.459,0,0,
Darwin F,17.73,-20.97,-71.12,14.72,4.96,2.825,0,0.17,
Darwin G,16.98,-21.49,-70.87,14.09,4.59,2.713,0,0,
Darwin H,28.83,-20.93,-69,24.79,12.45,1.985,560.81,0.45,
Das,35.95,-26.49,-137.05,30.92,16.4,2.123,933.77,0.7,Copernican
Das G,29.8,-26.85,-135.5,25.63,12.98,2.005,605.36,0.48,
Daubree,14.67,15.73,14.75,12.18,3.55,2.364,0,0,
Davisson,92.46,-37.93,-174.97,79.52,53.37,2.835,8278.1,0,
Davy,33.94,-11.85,-8.15,29.19,15.27,2.086,817.56,0.62,Upper Imbrian
Davy A,13.21,-12.23,-7.75,10.96,2.95,2.142,0,0,
Davy B,6.57,-10.89,-8.94,5.45,0.86,1.11,11.34,0,
Davy C,2.97,-11.22,-7,2.47,0.21,0.526,1.05,0,
Davy G,15.36,-10.37,-5.1,12.75,3.85,2.468,0,0,
Davy K,3.05,-10.19,-9.48,2.53,0.22,0.539,1.13,0,
Davy U,2.76,-12.96,-7.17,2.29,0.19,0.491,0.84,0,
Davy Y,69.56,-11.05,-7.25,59.82,37.41,2.755,4289.71,0,pre-Nectarian
Dawes,17.6,17.21,26.34,14.61,4.89,2.806,0,0.17,Copernican
Dawson,44.32,-66.99,-135.05,38.12,21.3,2.262,1514.34,1.05,Lower Imbrian
Dawson D,39.21,-66.31,-132.19,33.72,18.28,2.18,1141.1,0.83,
Dawson V,59.57,-66.3,-137.73,51.23,30.82,2.713,2998.41,0,
De Forest,56.26,-76.94,-163.33,48.38,28.7,2.432,2627.47,0,Upper Imbrian
De Forest N,40.09,-79.17,-165.76,34.48,18.79,2.194,1201.13,0.86,Nectarian
De Forest P,19.47,-79.73,-176.92,16.74,5.85,1.762,226.47,0.21,
De La Rue,135.22,59.02,52.84,116.29,0,2.944,19919.64,0,pre-Nectarian
De La Rue D,17.58,56.81,46.34,14.59,4.88,2.803,0,0.17,
De La Rue E,31.92,56.85,49.82,27.45,14.14,2.048,709.52,0.55,
De La Rue J,14.09,58.99,52.88,11.69,3.31,2.276,0,0,
De La Rue P,9.02,60.43,61.58,7.49,1.5,1.496,29.35,0,
De La Rue Q,10.36,61.6,60.86,8.6,1.92,1.704,44.48,0,
De La Rue R,9.58,62.09,60.91,7.95,1.67,1.583,35.17,0,
De La Rue S,13.26,62.94,62.48,11.01,2.97,2.15,0,0,
De La Rue W,17,55.78,47.08,14.11,4.6,2.716,0,0.16,
De Moraes,54.41,49.38,143,46.79,27.52,2.408,2432.17,0,Nectarian
De Moraes S,43.19,48.75,140.48,37.14,20.63,2.245,1426.63,1,Nectarian
De Moraes T,46.79,49.13,139.22,40.24,22.8,2.3,1716.45,1.17,
De Morgan,9.68,3.31,14.89,8.03,1.7,1.599,36.28,0,
De Roy,43.51,-55.24,-98.99,37.42,20.82,2.25,1451.17,1.01,
De Roy N,24.98,-59.59,-102.89,21.48,10.41,1.9,402.73,0.34,
De Roy P,35.65,-58.2,-102.55,30.66,16.23,2.117,915.87,0.69,
De Roy Q,21.72,-57.92,-103.52,18.68,8.74,1.821,291.56,0.26,
De Sitter,63.79,79.81,38.57,54.86,33.57,2.731,3512.01,0,Nectarian
De Sitter A,35.98,80.24,26.57,30.94,16.42,2.123,935.57,0.7,Nectarian
De Sitter F,22.93,80.03,49.8,19.72,9.35,1.852,330.45,0.29,
De Sitter G,9.71,78.78,42,8.06,1.71,1.603,36.62,0,
De Sitter L,69.4,78.86,34.52,59.68,37.3,2.754,4266.95,0,pre-Nectarian
De Sitter M,75.52,81.11,37.57,64.95,41.45,2.778,5186.81,0,Nectarian
De Sitter U,35.38,77.73,46.05,30.43,16.08,2.113,899.93,0.67,
De Sitter V,19.24,79.06,56.47,16.55,5.73,1.755,220.34,0.2,
De Sitter W,44.37,79.51,53.04,38.16,21.33,2.263,1518.29,1.05,
De Sitter X,11.02,80.18,54.12,9.15,2.14,1.806,53.53,0,
De Vico,22.13,-19.71,-60.32,19.03,8.95,1.832,304.43,0.27,
De Vico A,34.08,-18.75,-63.62,29.31,15.34,2.089,825.37,0.63,Nectarian
De Vico AA,11.34,-18.84,-63.23,9.41,2.25,1.855,58.33,0,
De Vico B,8.71,-17.85,-58.84,7.23,1.41,1.447,26.43,0,
De Vico C,12.59,-20.62,-62.37,10.45,2.71,2.047,79.82,0,
De Vico D,12.52,-21.12,-62.05,10.39,2.68,2.036,78.5,0,
De Vico E,12.22,-21.16,-61.5,10.14,2.57,1.991,72.99,0,
De Vico F,12.52,-19.06,-62.73,10.39,2.68,2.036,78.5,0,
De Vico G,8.19,-18.98,-58.93,6.8,1.27,1.366,21.97,0,
De Vico H,8.07,-19.9,-59.3,6.7,1.24,1.347,21.02,0,
De Vico K,7.49,-20.08,-58.43,6.22,1.08,1.256,16.81,0,
De Vico L,5.25,-19.87,-57.89,4.36,0.58,0.899,5.79,0,
De Vico M,5.74,-21.06,-59.29,4.76,0.68,0.978,7.56,0,
De Vico N,6.44,-19.77,-61.93,5.35,0.83,1.089,10.68,0,
De Vico P,29.15,-20.4,-60.8,25.07,12.62,1.992,575.3,0.46,
De Vico R,13.1,-19.44,-62.03,10.87,2.91,2.125,0,0,
De Vico S,9.63,-19.53,-63.49,7.99,1.69,1.591,35.72,0,
De Vico T,39.72,-18.69,-61.82,34.16,18.58,2.188,1175.68,0.85,Nectarian
De Vico X,6.42,-20.47,-60.26,5.33,0.83,1.086,10.58,0,
De Vico Y,6.64,-20.36,-60.44,5.51,0.88,1.121,11.71,0,
De Vries,57.51,-19.68,-176.78,49.46,29.5,2.449,2764.29,0,Upper Imbrian
De Vries D,18.13,-18.63,-174.41,15.59,5.16,1.724,0,0.18,
De Vries N,29.02,-21.36,-177.59,24.96,12.55,1.989,569.39,0.46,
De Vries R,13.55,-20.54,-178.41,11.25,3.08,2.194,0,0,
Debes,31.92,29.47,51.62,27.45,14.14,2.048,709.52,0.55,Nectarian
Debes A,34.27,28.71,51.47,29.47,15.45,2.092,836.04,0.63,Nectarian
Debes B,19.57,28.92,50.53,16.83,5.9,1.765,229.17,0.21,
Debus,19.77,-10.68,99.68,17,6.01,1.77,234.61,0.21,
Debye,127.03,49.43,-176.03,109.25,0,2.926,17242.51,0,pre-Nectarian
Debye E,40.97,50.11,-170.83,35.23,19.31,2.209,1262.91,0.9,Nectarian
Debye J,28.88,48.18,-172.57,24.84,12.48,1.986,563.06,0.45,
Debye Q,26.88,47.43,-179.14,23.12,11.41,1.943,477.04,0.39,
Dechen,12.04,46.12,-68.18,9.99,2.5,1.963,69.81,0,
Dechen A,4.74,45.97,-65.78,3.93,0.48,0.816,4.26,0,
Dechen B,5.74,44.15,-64.34,4.76,0.68,0.978,7.56,0,
Dechen C,5.33,45.94,-69.89,4.42,0.59,0.912,6.06,0,
Dechen D,4.82,46.14,-60.51,4,0.5,0.829,4.48,0,
Delambre,51.49,-1.94,17.39,44.28,25.69,2.368,2141.2,0,Upper Imbrian
Delambre B,9.67,-1.64,19.64,8.03,1.7,1.597,36.17,0,
Delambre D,5.11,-1.12,17.54,4.24,0.55,0.876,5.34,0,
Delambre F,4.25,-1.06,19.25,3.53,0.4,0.737,3.07,0,
Delambre H,15.46,-1,16.44,12.83,3.89,2.484,0,0,
Delambre J,12.49,-0.34,16.75,10.37,2.67,2.032,77.94,0,
Delaunay,44.63,-22.26,2.62,38.38,21.49,2.267,1538.92,1.07,
Delaunay A,5.62,-22.01,2.02,4.66,0.65,0.958,7.1,0,
Delia,1.57,-10.91,-6.13,1.3,0.07,0.289,0.15,0,
Delisle,24.83,29.98,-34.68,21.35,10.33,1.897,397.17,0.34,Eratosthenian 
Delisle K,2.92,29,-38.46,2.42,0.21,0.518,1,0,
Dellinger,82.04,-6.87,140.7,70.55,45.97,2.801,6280.24,0,pre-Nectarian
Dellinger B,55.17,-5.5,141.24,47.45,28,2.418,2511.37,0,
Dellinger U,12.65,-6.45,136.99,10.5,2.73,2.056,80.97,0,
Delmotte,32.16,27.16,60.2,27.66,14.27,2.052,721.9,0.56,Eratosthenian
Delporte,42.5,-15.89,121.55,36.55,20.22,2.234,1374.53,0.97,Upper Imbrian
Deluc,45.69,-55.02,-2.98,39.29,22.13,2.283,1624.67,1.12,Nectarian
Deluc A,53.6,-54.07,-0.5,46.1,27.01,2.397,2349.35,0,
Deluc B,32.81,-52.15,0.27,28.22,14.63,2.065,756.05,0.58,
Deluc C,27.87,-51.49,0.85,23.97,11.93,1.965,518.61,0.42,
Deluc D,27.31,-56.38,-2.45,23.49,11.64,1.953,494.86,0.41,
Deluc E,11.48,-60.4,-4.39,9.53,2.3,1.877,60.52,0,
Deluc F,35.84,-60.12,-3.07,30.82,16.34,2.121,927.19,0.69,
Deluc G,26.52,-61.55,0.66,22.81,11.22,1.935,462.41,0.38,
Deluc H,27.04,-54.2,-2.13,23.25,11.49,1.947,483.63,0.4,
Deluc J,39.64,-53.41,-4.13,34.09,18.53,2.187,1170.22,0.84,
Deluc L,7.37,-60.9,-6.4,6.12,1.05,1.237,16.01,0,
Deluc M,20.44,-54.92,-6.32,17.58,8.1,1.788,253.39,0.23,
Deluc N,10.2,-60.69,0.38,8.47,1.87,1.679,42.45,0,
Deluc O,6.65,-62.93,-4.53,5.52,0.88,1.123,11.76,0,
Deluc P,7.07,-58.94,-4.85,5.87,0.98,1.189,14.14,0,
Deluc Q,5.64,-59.05,-3.62,4.68,0.66,0.962,7.18,0,
Deluc R,21.03,-55.48,0.58,18.09,8.4,1.804,270.6,0.24,
Deluc S,6.35,-62.11,0.21,5.27,0.81,1.075,10.24,0,
Deluc T,9.88,-55.89,-3.13,8.2,1.77,1.63,38.58,0,
Deluc U,5.25,-59.1,-2.97,4.36,0.58,0.899,5.79,0,
Deluc V,8.76,-61.97,1.59,7.27,1.43,1.455,26.89,0,
Deluc W,6,-61.76,-1.91,4.98,0.73,1.019,8.64,0,
Dembowski,26.11,2.88,7.27,22.45,11,1.926,446.07,0.37,
Dembowski A,5.17,3.01,6.46,4.29,0.56,0.886,5.53,0,
Dembowski B,7.39,2.52,6.19,6.13,1.06,1.24,16.14,0,
Dembowski C,14.99,2.05,7.33,12.44,3.69,2.412,0,0,
Democritus,37.78,62.31,34.99,32.49,17.45,2.155,1047.25,0.77,Upper Imbrian
Democritus A,9.88,61.61,32.47,8.2,1.77,1.63,38.58,0,
Democritus B,11.72,60.08,28.63,9.73,2.39,1.914,64.39,0,
Democritus D,7.39,62.95,31.23,6.13,1.06,1.24,16.14,0,
Democritus K,6.98,63.15,40.81,5.79,0.96,1.175,13.6,0,
Democritus L,17.39,63.42,39.65,14.43,4.79,2.774,0,0.17,
Democritus M,5.7,63.61,37.12,4.73,0.67,0.971,7.41,0,
Democritus N,15.42,63.73,34.4,12.8,3.88,2.478,0,0,
Demonax,121.93,-78.09,59.36,104.86,75.4,2.914,15685.28,0,Nectarian
Demonax A,20.12,-79.35,65.86,17.3,7.94,1.779,244.32,0.22,
Demonax B,23.17,-81.47,72.05,19.93,9.48,1.857,338.5,0.29,
Demonax C,10.37,-80.28,56.29,8.61,1.92,1.706,44.61,0,
Demonax E,33.75,-78.24,43.21,29.03,15.16,2.082,807.03,0.61,
Denning,44.18,-16.26,142.76,37.99,21.22,2.26,1503.31,1.05,Nectarian
Denning B,30.69,-14.78,143.69,26.39,13.46,2.023,647.95,0.51,
Denning C,16.1,-14.06,145.5,13.36,4.18,2.58,0,0,
Denning D,13.91,-15.94,144.32,11.55,3.23,2.249,0,0,
Denning L,22.53,-18.69,143.42,19.38,9.15,1.842,317.29,0.28,
Denning R,72.37,-16.97,141.3,62.24,39.3,2.766,4700.64,0,pre-Nectarian
Denning U,31.6,-15.86,138.85,27.18,13.96,2.041,693.19,0.54,
Denning V,25.4,-15.38,140.01,21.84,10.63,1.91,418.55,0.35,
Denning Y,52.47,-13.76,142.47,45.12,26.3,2.381,2236.51,0,
Denning Z,14.36,-12.53,142.67,11.92,3.42,2.317,0,0,
Desargues,84.85,70.25,-73.42,72.97,47.94,2.81,6788.33,0,pre-Nectarian
Desargues A,14.27,71.34,-75.64,11.84,3.38,2.303,0,0,
Desargues B,48.61,70.67,-65.35,41.8,23.91,2.327,1874.62,1.26,
Desargues C,10.87,69.67,-78.83,9.02,2.09,1.783,51.37,0,
Desargues D,11.16,69.37,-70.09,9.26,2.19,1.828,55.6,0,
Desargues E,31.82,70.33,-67.66,27.37,14.08,2.046,704.39,0.55,
Desargues K,9.23,68.52,-67.69,7.66,1.57,1.529,31.45,0,
Desargues L,12.94,69.49,-82.23,10.74,2.84,2.101,86.67,0,
Desargues M,27.47,68.42,-74.42,23.62,11.72,1.956,501.58,0.41,Lower Imbrian
Descartes,47.73,-11.74,15.67,41.05,23.37,2.314,1797.15,1.22,Nectarian
Descartes A,14.25,-12.08,15.19,11.83,3.37,2.3,0,0,
Descartes C,4.33,-11.02,16.3,3.59,0.41,0.75,3.25,0,
Deseilligny,6.01,21.13,20.59,4.99,0.73,1.021,8.68,0,Eratosthenian
Deslandres,227.02,-32.55,-5.57,195.24,0,3.101,0,0,pre-Nectarian
Deutsch,73.33,24.35,110.91,63.06,39.96,2.77,4845.94,0,pre-Nectarian
Deutsch F,29.79,24.37,112.37,25.62,12.97,2.005,604.89,0.48,Nectarian
Deutsch L,31.34,22.74,111.43,26.95,13.82,2.036,680.09,0.53,Nectarian
Dewar,46.31,-2.61,165.62,39.83,22.5,2.293,1676.05,1.15,Nectarian
Dewar E,13.71,-2.26,167.83,11.38,3.15,2.218,0,0,
Dewar F,14.04,-2.73,167.61,11.65,3.28,2.268,0,0,
Dewar S,22.11,-3.07,164.02,19.01,8.94,1.831,303.79,0.27,
Diana,1.55,14.29,35.65,1.29,0.07,0.285,0.15,0,
Diderot,20,-20.42,121.54,17.2,7.89,1.776,240.97,0.22,
Dionysius,17.25,2.77,17.29,14.32,4.72,2.753,0,0.16,Copernican
Dionysius A,3.57,1.68,17.65,2.96,0.29,0.625,1.82,0,
Dionysius B,3.37,2.96,15.81,2.8,0.26,0.592,1.53,0,
Diophantus,17.57,27.62,-34.3,14.58,4.88,2.801,0,0.17,Eratosthenian 
Diophantus B,6.19,29.08,-32.54,5.14,0.77,1.05,9.49,0,
Diophantus C,4.62,27.29,-34.74,3.83,0.46,0.797,3.94,0,
Diophantus D,4.24,26.91,-36.38,3.52,0.4,0.735,3.05,0,
Dirichlet,47.24,10.58,-152.05,40.63,23.07,2.307,1754.82,1.19,Upper Imbrian
Dirichlet E,27.14,11.54,-148.44,23.34,11.55,1.949,487.77,0.4,
Dobrovol'skiy,38.4,-12.83,129.68,33.02,17.81,2.166,1087.38,0.79,Nectarian
Dobrovol'skiy D,48.18,-12.44,130.63,41.43,23.65,2.32,1836.54,1.24,
Dobrovol'skiy M,29.9,-14.6,129.65,25.71,13.03,2.007,610.07,0.48,
Dobrovol'skiy R,22.93,-13.97,127.72,19.72,9.35,1.852,330.45,0.29,
Doerfel,68.63,-68.97,-108.53,59.02,36.78,2.751,4158.38,0,Upper Imbrian
Doerfel R,32.2,-71.24,-119.86,27.69,14.29,2.053,723.98,0.56,
Doerfel S,29.12,-69.77,-120.48,25.04,12.61,1.991,573.93,0.46,Upper Imbrian
Doerfel U,34.53,-68.75,-117.73,29.7,15.6,2.097,850.77,0.64,
Doerfel Y,79.26,-67.93,-108.77,68.16,44.03,2.791,5799.52,0,
Dollond,11.04,-10.48,14.41,9.16,2.15,1.809,53.82,0,
Dollond B,35.84,-7.7,13.84,30.82,16.34,2.121,927.19,0.69,
Dollond D,8.26,-8.2,12.5,6.86,1.29,1.377,22.54,0,
Dollond E,5.22,-10.26,15.7,4.33,0.57,0.894,5.69,0,
Dollond L,4.5,-8.78,12.53,3.74,0.44,0.778,3.65,0,
Dollond M,5.28,-10.12,16.91,4.38,0.58,0.904,5.89,0,
Dollond T,3,-9.41,14.97,2.49,0.22,0.531,1.08,0,
Dollond U,3,-7.3,15.97,2.49,0.22,0.531,1.08,0,
Dollond V,5.78,-7.9,15.44,4.8,0.69,0.984,7.72,0,
Dollond W,10.18,-6.7,14.57,8.45,1.86,1.676,42.2,0,
Dollond Y,14.18,-8.5,13.17,11.77,3.34,2.29,0,0,
Donati,35.84,-20.69,5.1,30.82,16.34,2.121,927.19,0.69,
Donati A,7.91,-19.7,4.49,6.57,1.19,1.322,19.8,0,
Donati B,11.55,-20.44,5.68,9.59,2.33,1.888,61.63,0,
Donati C,7.77,-19.97,3.41,6.45,1.16,1.3,18.76,0,
Donati D,4.48,-22.12,5.75,3.72,0.44,0.774,3.6,0,
Donati K,14.34,-21.16,6.77,11.9,3.41,2.314,0,0,
Donna,1.84,7.22,38.3,1.53,0.09,0.335,0.25,0,
Donner,55.05,-31.35,97.99,47.34,27.93,2.416,2498.77,0,Nectarian
Donner N,19.91,-33.17,97.19,17.12,6.08,1.774,238.47,0.22,
Donner P,40.72,-33.51,96.39,35.02,19.16,2.205,1245.18,0.89,
Donner Q,15.61,-34.29,95.63,12.96,3.96,2.506,0,0,
Donner R,14.9,-34.34,92.28,12.37,3.65,2.399,0,0,
Donner S,23.39,-32.02,93.55,20.12,9.59,1.863,345.97,0.3,
Donner T,46.21,-31.15,94.77,39.74,22.44,2.291,1667.7,1.14,
Donner V,18.84,-30.56,95.59,16.2,5.52,1.744,0,0.2,
Donner Z,11.4,-29.76,98.09,9.46,2.27,1.865,59.26,0,
Doppelmayer,65.08,-28.48,-41.51,55.97,34.42,2.737,3678.25,0,Nectarian
Doppelmayer A,10.14,-29.84,-43.17,8.42,1.85,1.67,41.7,0,
Doppelmayer B,11.62,-30.5,-45.55,9.64,2.35,1.898,62.76,0,
Doppelmayer C,7.18,-30.33,-44.12,5.96,1.01,1.207,14.81,0,
Doppelmayer D,8.64,-31.84,-45.91,7.17,1.39,1.436,25.8,0,
Doppelmayer G,13.36,-28.93,-45.02,11.09,3.01,2.165,0,0,
Doppelmayer H,10.53,-28.85,-43.36,8.74,1.98,1.73,46.7,0,
